id,index,period,timestamp,minute,second,possession,duration,related_events,location,under_pressure,counterpress,type.id,type.name,possession_team.id,possession_team.name,play_pattern.id,play_pattern.name,team.id,team.name,tactics.formation,tactics.lineup,player.id,player.name,position.id,position.name,pass.length,pass.angle,pass.end_location,pass.switch,pass.assisted_shot_id,pass.shot_assist,pass.cross,pass.aerial_won,pass.backheel,pass.cut_back,pass.goal_assist,pass.recipient.id,pass.recipient.name,pass.height.id,pass.height.name,pass.body_part.id,pass.body_part.name,pass.type.id,pass.type.name,pass.outcome.id,pass.outcome.name,carry.end_location,duel.outcome.id,duel.outcome.name,duel.type.id,duel.type.name,goalkeeper.end_location,goalkeeper.outcome.id,goalkeeper.outcome.name,goalkeeper.type.id,goalkeeper.type.name,goalkeeper.position.id,goalkeeper.position.name,goalkeeper.body_part.id,goalkeeper.body_part.name,goalkeeper.technique.id,goalkeeper.technique.name,shot.statsbomb_xg,shot.end_location,shot.key_pass_id,shot.first_time,shot.freeze_frame,shot.open_goal,shot.one_on_one,shot.redirect,shot.outcome.id,shot.outcome.name,shot.body_part.id,shot.body_part.name,shot.technique.id,shot.technique.name,shot.type.id,shot.type.name,ball_receipt.outcome.id,ball_receipt.outcome.name,block.deflection,block.offensive,dribble.overrun,dribble.outcome.id,dribble.outcome.name,ball_recovery.recovery_failure,clearance.aerial_won,foul_won.defensive,foul_won.advantage,interception.outcome.id,interception.outcome.name,substitution.outcome.id,substitution.outcome.name,substitution.replacement.id,substitution.replacement.name,50_50.outcome.id,50_50.outcome.name,foul_committed.advantage,foul_committed.card.id,foul_committed.card.name,match_id,competition_id,season_id,pass.through_ball,pass.miscommunication,pass.technique.id,pass.technique.name,foul_committed.offensive,foul_committed.type.id,foul_committed.type.name,dribble.nutmeg,pass.deflected,injury_stoppage.in_chain,shot.aerial_won,miscontrol.aerial_won,shot.deflected,ball_recovery.offensive,foul_committed.penalty,foul_won.penalty,block.save_block,bad_behaviour.card.id,bad_behaviour.card.name,location.x,location.y,carry.end_location.x,carry.end_location.y,pass.end_location.x,pass.end_location.y,shot.end_location.x,shot.end_location.y,shot.end_location.z,player.name.GK,player.id.GK,location.x.GK,location.y.GK,DistToGoal,DistToKeeper,AngleToGoal,AngleToKeeper,AngleDeviation,avevelocity,DistSGK,density,density.incone,distance.ToD1,distance.ToD2,AttackersBehindBall,DefendersBehindBall,DefendersInCone,InCone.GK,DefArea,distance.ToD1.360,distance.ToD2.360,milliseconds,ElapsedTime,StartOfPossession,TimeInPoss,TimeToPossEnd
bfa6a8c4-9f63-4057-9aed-d8154009622a,3,1,00:00:00.000,0,0,1,NA,
